freq,psd_x,psd_y,psd_z,psd_xyz
77.1,4.905e+02,1.844e+04,4.900e+03,2.383e+04
78.7,6.311e+02,1.916e+04,4.400e+03,2.419e+04
80.3,7.223e+02,1.979e+04,4.424e+03,2.494e+04
81.9,7.496e+02,1.821e+04,3.966e+03,2.292e+04
83.5,9.143e+02,1.657e+04,3.350e+03,2.083e+04
85.1,1.082e+03,1.771e+04,2.754e+03,2.154e+04
86.8,1.334e+03,2.526e+04,2.536e+03,2.913e+04
88.4,1.688e+03,3.886e+04,3.787e+03,4.434e+04
90.0,1.845e+03,4.421e+04,6.905e+03,5.296e+04
91.6,1.730e+03,4.030e+04,9.123e+03,5.116e+04
93.2,1.531e+03,3.580e+04,9.548e+03,4.688e+04
94.8,1.464e+03,3.487e+04,8.863e+03,4.519e+04
96.4,1.511e+03,3.694e+04,7.791e+03,4.624e+04
98.0,1.279e+03,3.860e+04,7.005e+03,4.689e+04
99.6,1.305e+03,3.944e+04,5.656e+03,4.640e+04
101.2,1.175e+03,3.561e+04,4.189e+03,4.097e+04
102.8,1.008e+03,3.288e+04,3.362e+03,3.725e+04
104.4,8.814e+02,2.949e+04,3.155e+03,3.353e+04
106.0,7.823e+02,2.642e+04,3.153e+03,3.035e+04
107.6,6.212e+02,2.438e+04,3.359e+03,2.836e+04
109.2,4.566e+02,2.283e+04,3.644e+03,2.693e+04
110.9,3.451e+02,2.075e+04,3.668e+03,2.476e+04
112.5,2.613e+02,1.843e+04,3.245e+03,2.194e+04
114.1,2.861e+02,1.763e+04,2.715e+03,2.063e+04
115.7,4.652e+02,1.914e+04,2.078e+03,2.168e+04
117.3,4.957e+02,2.178e+04,1.568e+03,2.384e+04
118.9,4.017e+02,2.320e+04,1.388e+03,2.499e+04
120.5,5.264e+02,2.403e+04,1.228e+03,2.579e+04
122.1,5.788e+02,2.579e+04,1.062e+03,2.743e+04
123.7,6.600e+02,2.746e+04,8.924e+02,2.901e+04
125.3,8.117e+02,3.002e+04,7.818e+02,3.161e+04
126.9,9.613e+02,3.477e+04,6.761e+02,3.641e+04
128.5,1.056e+03,4.546e+04,6.447e+02,4.716e+04
130.1,1.070e+03,5.182e+04,5.703e+02,5.346e+04
131.7,8.906e+02,3.921e+04,3.556e+02,4.046e+04
133.3,6.473e+02,1.310e+04,1.636e+02,1.391e+04
134.9,5.321e+02,9.695e+02,7.198e+01,1.574e+03
136.6,4.624e+02,2.490e+02,5.147e+01,7.629e+02
138.2,3.471e+02,1.748e+02,3.723e+01,5.591e+02
139.8,2.676e+02,2.537e+02,3.395e+01,5.552e+02
141.4,2.068e+02,4.221e+02,3.466e+01,6.635e+02
143.0,1.600e+02,5.005e+02,2.790e+01,6.884e+02
144.6,1.068e+02,4.874e+02,2.469e+01,6.188e+02
146.2,7.969e+01,4.990e+02,2.595e+01,6.047e+02
147.8,7.978e+01,6.845e+02,2.846e+01,7.927e+02
149.4,1.000e+02,9.771e+02,3.358e+01,1.111e+03
151.0,1.382e+02,1.048e+03,3.664e+01,1.223e+03
152.6,1.547e+02,9.242e+02,3.823e+01,1.117e+03
154.2,1.615e+02,8.873e+02,3.689e+01,1.086e+03
155.8,1.684e+02,9.105e+02,3.485e+01,1.114e+03
157.4,1.841e+02,9.916e+02,3.128e+01,1.207e+03
159.0,2.006e+02,1.071e+03,3.156e+01,1.304e+03
160.7,2.137e+02,1.138e+03,3.660e+01,1.388e+03
162.3,2.655e+02,1.138e+03,3.400e+01,1.437e+03
163.9,3.242e+02,1.051e+03,3.350e+01,1.408e+03
165.5,3.500e+02,9.347e+02,2.965e+01,1.314e+03
167.1,3.936e+02,8.913e+02,3.244e+01,1.317e+03
168.7,4.191e+02,9.864e+02,3.565e+01,1.441e+03
170.3,4.549e+02,1.169e+03,4.159e+01,1.666e+03
171.9,5.737e+02,1.350e+03,5.120e+01,1.975e+03
173.5,7.912e+02,1.530e+03,5.947e+01,2.381e+03
175.1,8.919e+02,1.554e+03,7.276e+01,2.518e+03
176.7,1.225e+03,1.380e+03,7.925e+01,2.684e+03
178.3,1.616e+03,1.238e+03,7.797e+01,2.933e+03
179.9,1.785e+03,1.315e+03,6.827e+01,3.168e+03
181.5,1.810e+03,1.444e+03,7.484e+01,3.328e+03
183.1,1.674e+03,1.485e+03,7.722e+01,3.237e+03
184.8,1.614e+03,1.476e+03,7.443e+01,3.165e+03
186.4,1.666e+03,1.509e+03,6.875e+01,3.244e+03
188.0,2.052e+03,1.739e+03,6.227e+01,3.853e+03
189.6,2.600e+03,2.117e+03,5.930e+01,4.777e+03
191.2,2.753e+03,2.264e+03,5.414e+01,5.071e+03
192.8,2.933e+03,2.242e+03,5.118e+01,5.225e+03
194.4,3.074e+03,2.366e+03,5.187e+01,5.492e+03
196.0,2.912e+03,1.792e+03,4.651e+01,4.751e+03
197.6,2.943e+03,8.999e+02,3.560e+01,3.878e+03
199.2,3.109e+03,7.130e+02,3.157e+01,3.853e+03
