freq,psd_x,psd_y,psd_z,psd_xyz
117.3,1.481e+04,2.942e+03,3.821e+02,1.813e+04
118.9,1.618e+04,2.878e+03,3.818e+02,1.944e+04
120.5,1.521e+04,2.417e+03,4.187e+02,1.804e+04
122.1,1.389e+04,2.283e+03,5.527e+02,1.673e+04
123.7,1.255e+04,2.815e+03,6.932e+02,1.606e+04
125.3,1.104e+04,4.150e+03,7.538e+02,1.595e+04
126.9,9.880e+03,5.769e+03,6.898e+02,1.634e+04
128.5,8.678e+03,6.401e+03,5.026e+02,1.558e+04
130.1,7.240e+03,5.898e+03,3.354e+02,1.347e+04
131.8,5.211e+03,4.363e+03,1.921e+02,9.767e+03
133.4,1.901e+03,1.661e+03,1.072e+02,3.669e+03
135.0,4.493e+02,3.530e+02,8.274e+01,8.850e+02
136.6,3.943e+02,2.530e+02,7.706e+01,7.244e+02
138.2,3.968e+02,2.058e+02,6.628e+01,6.688e+02
139.8,4.012e+02,2.403e+02,5.205e+01,6.935e+02
141.4,3.887e+02,2.372e+02,4.317e+01,6.691e+02
143.0,3.545e+02,2.076e+02,3.834e+01,6.005e+02
144.6,3.347e+02,1.863e+02,3.738e+01,5.584e+02
146.2,2.926e+02,1.947e+02,3.747e+01,5.248e+02
147.8,2.485e+02,2.020e+02,3.617e+01,4.867e+02
149.4,2.484e+02,1.985e+02,3.358e+01,4.804e+02
151.0,2.771e+02,1.826e+02,3.042e+01,4.902e+02
152.6,3.045e+02,2.192e+02,2.868e+01,5.524e+02
154.2,3.023e+02,2.360e+02,3.048e+01,5.689e+02
155.9,3.183e+02,3.060e+02,3.287e+01,6.572e+02
157.5,3.571e+02,3.536e+02,3.246e+01,7.432e+02
159.1,4.863e+02,3.557e+02,3.260e+01,8.746e+02
160.7,6.735e+02,3.905e+02,3.143e+01,1.095e+03
162.3,7.273e+02,3.825e+02,2.885e+01,1.139e+03
163.9,6.884e+02,4.046e+02,2.890e+01,1.122e+03
165.5,6.968e+02,4.698e+02,2.837e+01,1.195e+03
167.1,8.520e+02,5.499e+02,2.791e+01,1.430e+03
168.7,1.196e+03,6.422e+02,2.916e+01,1.867e+03
170.3,1.750e+03,6.727e+02,3.003e+01,2.453e+03
171.9,2.619e+03,7.377e+02,3.568e+01,3.392e+03
173.5,3.750e+03,8.830e+02,4.046e+01,4.673e+03
175.1,5.028e+03,9.483e+02,4.759e+01,6.024e+03
176.7,5.957e+03,1.074e+03,5.307e+01,7.084e+03
178.3,6.971e+03,1.106e+03,5.761e+01,8.135e+03
180.0,8.328e+03,9.879e+02,6.453e+01,9.381e+03
181.6,9.748e+03,8.247e+02,5.880e+01,1.063e+04
183.2,1.036e+04,7.107e+02,5.206e+01,1.113e+04
184.8,9.872e+03,6.181e+02,4.577e+01,1.054e+04
186.4,9.964e+03,5.550e+02,4.020e+01,1.056e+04
188.0,1.174e+04,5.137e+02,3.770e+01,1.229e+04
189.6,1.435e+04,5.296e+02,3.329e+01,1.491e+04
191.2,1.642e+04,5.428e+02,3.367e+01,1.700e+04
192.8,1.677e+04,5.206e+02,3.515e+01,1.733e+04
194.4,1.732e+04,5.257e+02,3.526e+01,1.788e+04
196.0,1.421e+04,5.263e+02,3.531e+01,1.477e+04
197.6,1.056e+04,5.455e+02,3.627e+01,1.114e+04
199.2,9.968e+03,5.280e+02,4.109e+01,1.054e+04
