freq,psd_x,psd_y,psd_z,psd_xyz
81.9,8.352e+02,3.952e+04,1.005e+04,5.040e+04
83.5,1.107e+03,3.716e+04,8.165e+03,4.643e+04
85.1,1.321e+03,4.668e+04,6.623e+03,5.463e+04
86.8,1.924e+03,6.879e+04,5.268e+03,7.598e+04
88.4,2.824e+03,1.048e+05,6.411e+03,1.140e+05
90.0,2.890e+03,1.293e+05,9.198e+03,1.414e+05
91.6,2.188e+03,1.202e+05,1.122e+04,1.336e+05
93.2,1.527e+03,1.045e+05,1.167e+04,1.177e+05
94.8,1.197e+03,8.904e+04,1.130e+04,1.015e+05
96.4,1.160e+03,7.846e+04,1.050e+04,9.011e+04
98.0,9.062e+02,6.787e+04,1.007e+04,7.885e+04
99.6,7.073e+02,6.408e+04,9.134e+03,7.392e+04
101.2,4.774e+02,6.558e+04,7.924e+03,7.398e+04
102.8,4.344e+02,6.292e+04,6.741e+03,7.009e+04
104.4,3.950e+02,5.135e+04,5.456e+03,5.720e+04
106.0,3.742e+02,3.993e+04,4.488e+03,4.479e+04
107.6,3.684e+02,3.533e+04,4.461e+03,4.016e+04
109.2,3.440e+02,3.188e+04,4.626e+03,3.685e+04
110.9,2.980e+02,2.979e+04,4.732e+03,3.482e+04
112.5,2.259e+02,3.049e+04,4.697e+03,3.542e+04
114.1,2.685e+02,3.445e+04,4.371e+03,3.909e+04
115.7,3.772e+02,4.054e+04,3.603e+03,4.452e+04
117.3,6.390e+02,4.511e+04,2.778e+03,4.852e+04
118.9,9.238e+02,4.619e+04,2.203e+03,4.931e+04
120.5,9.670e+02,4.568e+04,1.949e+03,4.860e+04
122.1,1.163e+03,4.662e+04,1.735e+03,4.952e+04
123.7,1.229e+03,4.775e+04,1.508e+03,5.048e+04
125.3,1.245e+03,4.862e+04,1.259e+03,5.112e+04
126.9,1.348e+03,4.774e+04,1.044e+03,5.013e+04
128.5,1.500e+03,4.584e+04,9.042e+02,4.825e+04
130.1,1.650e+03,4.321e+04,7.866e+02,4.565e+04
131.7,1.507e+03,3.831e+04,5.985e+02,4.042e+04
133.3,7.144e+02,1.566e+04,2.681e+02,1.664e+04
135.0,2.476e+02,1.196e+03,8.526e+01,1.528e+03
136.6,1.850e+02,4.159e+02,6.192e+01,6.629e+02
138.2,1.727e+02,5.205e+02,5.375e+01,7.469e+02
139.8,1.772e+02,7.015e+02,5.262e+01,9.313e+02
141.4,1.403e+02,9.285e+02,6.062e+01,1.129e+03
143.0,1.077e+02,9.631e+02,6.439e+01,1.135e+03
144.6,8.273e+01,1.020e+03,6.255e+01,1.166e+03
146.2,6.997e+01,9.178e+02,5.354e+01,1.041e+03
147.8,7.620e+01,9.706e+02,5.460e+01,1.101e+03
149.4,1.060e+02,1.208e+03,5.491e+01,1.369e+03
151.0,1.369e+02,1.404e+03,6.125e+01,1.603e+03
152.6,1.473e+02,1.376e+03,6.577e+01,1.589e+03
154.2,1.561e+02,1.258e+03,6.588e+01,1.480e+03
155.8,1.594e+02,1.217e+03,6.505e+01,1.441e+03
157.4,1.684e+02,1.273e+03,5.999e+01,1.501e+03
159.1,1.719e+02,1.353e+03,5.561e+01,1.580e+03
160.7,1.925e+02,1.425e+03,5.370e+01,1.671e+03
162.3,2.025e+02,1.436e+03,4.542e+01,1.684e+03
163.9,2.180e+02,1.451e+03,3.794e+01,1.707e+03
165.5,2.340e+02,1.425e+03,3.266e+01,1.691e+03
167.1,2.777e+02,1.395e+03,2.919e+01,1.702e+03
168.7,3.352e+02,1.560e+03,2.752e+01,1.923e+03
170.3,4.052e+02,1.817e+03,2.685e+01,2.250e+03
171.9,5.391e+02,2.206e+03,2.809e+01,2.774e+03
173.5,7.561e+02,2.413e+03,3.262e+01,3.201e+03
175.1,7.645e+02,2.163e+03,3.582e+01,2.964e+03
176.7,7.375e+02,1.796e+03,3.823e+01,2.572e+03
178.3,9.522e+02,1.604e+03,4.339e+01,2.599e+03
179.9,1.160e+03,1.511e+03,4.883e+01,2.720e+03
181.5,1.313e+03,1.389e+03,5.494e+01,2.757e+03
183.2,1.337e+03,1.424e+03,5.344e+01,2.814e+03
184.8,1.671e+03,1.298e+03,5.016e+01,3.019e+03
186.4,2.067e+03,1.198e+03,4.609e+01,3.311e+03
188.0,2.377e+03,1.281e+03,4.621e+01,3.704e+03
189.6,2.739e+03,1.425e+03,4.629e+01,4.210e+03
191.2,3.034e+03,1.508e+03,4.538e+01,4.587e+03
192.8,2.887e+03,1.532e+03,4.345e+01,4.462e+03
194.4,2.722e+03,1.710e+03,3.839e+01,4.471e+03
196.0,2.502e+03,1.493e+03,3.708e+01,4.032e+03
197.6,2.356e+03,1.105e+03,3.502e+01,3.496e+03
199.2,2.163e+03,1.117e+03,3.435e+01,3.315e+03
